 name_player media posicion tipo precio skill wf ritmo shot pas drib def phy popularity "base stats" igs plataforma time
34 "Joshua Kimmich" 97 CDM TOTS 18.75K 3 4 88 84 97 93 95 93 1775 550 2649 play-station "Tue Sep  6 07:39:48 2022"
35 "Robert Lewandowski" 97 ST TOTS 18K 4 5 92 97 86 94 49 94 1013 512 2468 play-station "Tue Sep  6 07:39:48 2022"
36 "Luka Modric" 97 CM TOTS 20K 4 4 90 90 98 97 86 86 3047 547 2668 play-station "Tue Sep  6 07:39:48 2022"
37 "Kylian Mbappé" 97 ST TOTS 799K 5 4 99 96 90 99 44 89 -373 517 2474 play-station "Tue Sep  6 07:39:48 2022"
38 "Lionel Messi" 97 RW TOTS 670K 4 4 92 96 97 99 38 74 -734 496 2422 play-station "Tue Sep  6 07:39:48 2022"
39 "Rafael Leão" 97 LW TOTS 25.5K 5 4 99 95 90 98 47 90 2829 519 2466 play-station "Tue Sep  6 07:39:48 2022"
40 "Heung Min Son" 97 ST ShapeShifters 119K 5 5 97 97 93 96 52 82 1937 517 2477 play-station "Tue Sep  6 07:39:48 2022"
41 "Marcelo Vieira da Silva" 97 ST ShapeShifters 360K 5 5 96 94 95 98 90 88 2295 561 2692 play-station "Tue Sep  6 07:39:48 2022"
42 "Ole Gunnar Solskjær" 97 LW "Shapeshifters Hero" 0 0 4 4 99 98 90 94 55 85 1560 2524 play-station "Tue Sep  6 07:39:48 2022"
43 "Ole Gunnar Solskjær" 97 CAM "Shapeshifters Hero" 0 0 4 4 90 94 97 98 60 82 -239 2541 play-station "Tue Sep  6 07:39:48 2022"
44 "Marcus Rashford" 97 CAM ShapeShifters 99K 5 4 99 97 93 96 55 91 886 531 2538 play-station "Tue Sep  6 07:39:48 2022"
45 "Diego Milito" 97 RW "Shapeshifters Hero" 513.6K 4 4 97 97 89 95 51 88 -110 517 2500 play-station "Tue Sep  6 07:39:48 2022"
46 "Diego Milito" 97 CAM "Shapeshifters Hero" 513.6K 4 4 94 95 94 97 60 88 503 528 2551 play-station "Tue Sep  6 07:39:48 2022"
47 "Iván Córdoba" 97 RB "Shapeshifters Hero" 27K 4 4 96 75 84 90 96 94 1787 535 2565 play-station "Tue Sep  6 07:39:48 2022"
48 "Antonio Di Natale" 97 RW "Shapeshifters Hero" 188K 5 4 97 98 94 98 55 80 1355 522 2537 play-station "Tue Sep  6 07:39:48 2022"
49 "Wissam Ben Yedder" 97 LW Futties 51.05K 4 5 99 97 92 99 55 84 -587 526 2557 play-station "Tue Sep  6 07:39:48 2022"
50 "Allan Saint-Maximin" 97 LM "Premium Futties SBC" 600.95K 5 5 99 95 91 99 35 87 2861 506 2417 play-station "Tue Sep  6 07:39:48 2022"
51 "Ryan Gravenberch" 97 CM "Player Moments SBC" 100.3K 5 4 96 92 96 98 90 92 2302 564 2665 play-station "Tue Sep  6 07:39:48 2022"
52 "Paul Pogba" 97 CM "ShowDown SBC" 275.65K 5 5 94 92 96 98 92 94 938 566 2730 play-station "Tue Sep  6 07:39:48 2022"
53 "Georginio Wijnaldum" 97 CM "ShowDown SBC" 175.3K 5 5 94 91 94 99 94 94 1062 566 2728 play-station "Tue Sep  6 07:39:48 2022"
54 "Antonio Rüdiger" 97 CB "Player Moments SBC" 198.3K 2 3 92 54 85 87 98 98 3330 514 2395 play-station "Tue Sep  6 07:39:48 2022"
55 "Raheem Sterling" 97 CF "Player Moments SBC" 164.25K 5 4 99 96 92 98 54 80 938 519 2465 play-station "Tue Sep  6 07:39:48 2022"
56 Ronaldo 96 ST Icon 1.63M 5 5 97 95 81 95 45 76 2706 489 2341 play-station "Tue Sep  6 07:39:48 2022"
57 "Zinedine Zidane" 96 CAM Icon 750K 5 5 85 92 96 95 75 86 1023 529 2548 play-station "Tue Sep  6 07:39:48 2022"
58 "Lionel Messi" 96 RW OTW 495K 4 4 89 95 94 98 38 72 3345 486 2372 play-station "Tue Sep  6 07:39:48 2022"
59 "Kylian Mbappé" 96 ST Headliners 710K 5 4 99 93 90 97 44 86 30 509 2423 play-station "Tue Sep  6 07:39:48 2022"
60 "Kevin De Bruyne" 96 CM TOTY 300K 4 5 86 92 98 93 80 88 2490 537 2587 play-station "Tue Sep  6 07:39:55 2022"
61 "N'Golo Kanté" 96 CDM TOTY 585K 3 3 90 84 90 91 96 90 11084 541 2551 play-station "Tue Sep  6 07:39:55 2022"
62 "Gianluigi Donnarumma" 96 GK TOTY 77.5K 1 3 98 90 90 97 63 92 -2876 530 1040 play-station "Tue Sep  6 07:39:55 2022"
63 "Sadio Mané" 96 CAM "UCL Live" 119K 4 4 99 92 91 96 53 88 1817 519 2486 play-station "Tue Sep  6 07:39:55 2022"
64 "Luis Suárez" 96 ST TOTS 15K 4 5 94 97 92 95 55 93 1873 526 2540 play-station "Tue Sep  6 07:39:55 2022"
65 "Virgil van Dijk" 96 CB TOTS 32K 2 3 87 71 80 81 98 94 2323 511 2402 play-station "Tue Sep  6 07:39:55 2022"
66 "Kevin De Bruyne" 96 CM TOTS 40K 4 5 88 92 98 95 76 88 1814 537 2583 play-station "Tue Sep  6 07:39:55 2022"
67 "Sadio Mané" 96 LW TOTS 117K 5 4 99 93 93 98 53 89 1999 525 2528 play-station "Tue Sep  6 07:39:55 2022"
68 "Harry Kane" 96 ST "TOTS SBC" 556.25K 4 5 92 97 93 92 53 92 -1360 519 2512 play-station "Tue Sep  6 07:39:55 2022"
69 "Jude Bellingham" 96 CM TOTS 14.75K 4 4 90 90 93 96 90 93 3152 552 2651 play-station "Tue Sep  6 07:39:55 2022"
70 "Christopher Nkunku" 96 CF TOTS 14.75K 4 4 94 92 97 98 87 87 4484 555 2644 play-station "Tue Sep  6 07:39:55 2022"
71 "Vinícius Júnior" 96 LW TOTS 120K 5 4 99 92 93 99 45 87 3709 515 2483 play-station "Tue Sep  6 07:39:55 2022"
72 "Pedro González López" 96 CM TOTS 17K 5 4 93 87 95 98 88 81 794 542 2598 play-station "Tue Sep  6 07:39:55 2022"
73 "Neymar Jr" 96 LW TOTS 130K 5 5 96 90 91 99 42 70 1566 488 2392 play-station "Tue Sep  6 07:39:55 2022"
74 "Domenico Berardi" 96 RW TOTS 17K 4 4 98 95 96 99 50 84 2531 522 2525 play-station "Tue Sep  6 07:39:55 2022"
75 "Dušan Vlahovic" 96 ST TOTS 15K 4 4 97 96 85 95 44 96 1169 513 2435 play-station "Tue Sep  6 07:39:55 2022"
76 "Ciro Immobile" 96 ST TOTS 14.25K 4 5 96 98 86 92 48 91 1257 511 2480 play-station "Tue Sep  6 07:39:55 2022"
77 "Paulo Dybala" 96 CF TOTS 16.5K 5 4 95 96 96 99 48 78 2239 512 2504 play-station "Tue Sep  6 07:39:55 2022"
78 "Ángel Di María" 96 RW "Premium SBC" 558.05K 5 3 96 91 96 97 57 83 2531 520 2509 play-station "Tue Sep  6 07:39:55 2022"
79 "Lorenzo Insigne" 96 LW "Premium SBC" 267.4K 5 4 97 93 95 98 47 60 8754 490 2374 play-station "Tue Sep  6 07:39:55 2022"
80 "Eden Hazard" 96 CAM ShapeShifters 21.75K 5 4 98 95 93 99 45 75 1978 505 2448 play-station "Tue Sep  6 07:39:55 2022"
81 "Alphonso Davies" 96 ST ShapeShifters 15.25K 4 5 99 92 91 96 90 91 1989 559 2639 play-station "Tue Sep  6 07:39:55 2022"
82 "Giorgio Chiellini" 96 CB "Premium SBC" 126.7K 2 3 91 54 81 86 98 96 12877 506 2363 play-station "Tue Sep  6 07:39:55 2022"
83 "Sergio Ramos García" 96 ST ShapeShifters 37K 5 4 97 95 90 93 90 91 2252 556 2692 play-station "Tue Sep  6 07:39:55 2022"
84 "Timo Werner" 96 RF ShapeShifters 28K 4 5 99 95 91 96 50 88 1197 519 2499 play-station "Tue Sep  6 07:39:55 2022"
85 Fernandinho 96 CDM "Premium SBC" 214.5K 4 4 89 86 92 94 96 93 4434 550 2644 play-station "Tue Sep  6 07:39:55 2022"
86 "Jamie Vardy" 96 LW "Player Moments SBC" 322.65K 4 5 97 96 88 94 61 87 1246 523 2553 play-station "Tue Sep  6 07:39:55 2022"
87 "Leroy Sané" 96 CF ShapeShifters 16.25K 5 4 99 93 92 96 50 84 1112 514 2473 play-station "Tue Sep  6 07:39:55 2022"
88 "Marco Reus" 96 RW "Player Moments SBC" 298.25K 5 4 97 93 95 96 58 83 3069 522 2513 play-station "Tue Sep  6 07:39:55 2022"
89 "Joe Cole" 96 CAM "Shapeshifters Hero" 13K 5 4 97 92 94 98 60 83 1331 524 2508 play-station "Tue Sep  6 07:39:55 2022"
90 "Kingsley Coman" 96 LM "Futties SBC" 99.55K 4 4 99 94 96 98 38 82 1194 507 2437 play-station "Tue Sep  6 07:40:04 2022"
91 "Ferrán Torres" 96 RW "Futties SBC" 109.45K 5 4 99 92 96 97 47 81 1926 512 2464 play-station "Tue Sep  6 07:40:04 2022"
92 "Nicolò Barella" 96 CM "Premium Futties SBC" 140.2K 5 5 94 91 96 98 91 90 6008 560 2698 play-station "Tue Sep  6 07:40:04 2022"
93 "Ferland Mendy" 96 CM "Premium Futties SBC" 1.25M 5 5 99 91 92 93 93 97 -22839 565 2670 play-station "Tue Sep  6 07:40:04 2022"
94 "Kevin-Prince Boateng" 96 CAM "Premium Futties SBC" 45.45K 5 5 90 96 93 97 87 96 2296 559 2689 play-station "Tue Sep  6 07:40:04 2022"
95 "Antoine Griezmann" 96 ST "Premium Futties SBC" 350.4K 5 5 95 96 94 98 60 81 2579 524 2565 play-station "Tue Sep  6 07:40:04 2022"
96 "Gelson Martins" 96 RM Futties 0 0 5 4 99 96 93 99 71 88 1369 2626 play-station "Tue Sep  6 07:40:04 2022"
97 "Darwin Núñez" 96 ST "ShowDown SBC" 152.8K 5 4 98 96 91 95 59 98 1123 537 2574 play-station "Tue Sep  6 07:40:04 2022"
98 "Gabriel Jesus" 96 ST "Player Moments" 0 0 5 4 97 94 90 98 52 87 1764 2502 play-station "Tue Sep  6 07:40:04 2022"
99 "Renato Sanches" 96 CM "Player Moments SBC" 113.9K 5 4 96 91 94 98 89 95 2453 563 2680 play-station "Tue Sep  6 07:40:04 2022"
100 "Diego Carlos" 96 CB "Player Moments SBC" 141.4K 3 4 91 57 82 85 97 98 759 510 2410 play-station "Tue Sep  6 07:40:04 2022"
101 "Alex Nicolao Telles" 96 LB "ShowDown SBC" 121.3K 4 4 97 84 98 92 92 90 573 553 2669 play-station "Tue Sep  6 07:40:04 2022"
102 "Tanguy Ndombele" 96 CAM "Player Moments" 0 0 4 5 93 92 96 99 90 91 -147 2687 play-station "Tue Sep  6 07:40:04 2022"
103 "Diego Maradona" 95 CAM Icon 1.2M 5 3 88 91 90 95 42 75 973 481 2357 play-station "Tue Sep  6 07:40:04 2022"
104 Pelé 95 CF Icon 799K 5 4 96 93 90 95 56 75 1233 505 2452 play-station "Tue Sep  6 07:40:04 2022"
105 Marquinhos 95 CB TOTY 80K 3 3 90 61 85 86 97 90 246 509 2382 play-station "Tue Sep  6 07:40:04 2022"
106 "Gareth Bale" 95 ST "UCL Live" 13K 4 4 99 96 94 94 66 94 3997 543 2611 play-station "Tue Sep  6 07:40:04 2022"
107 "Ferenc Puskás" 95 ST Icon 688K 5 4 93 98 93 96 47 78 4351 505 2457 play-station "Tue Sep  6 07:40:04 2022"
108 Garrincha 95 RW "Icon Moments" 509K 5 4 92 89 96 97 42 73 1307 489 2374 play-station "Tue Sep  6 07:40:04 2022"
109 "Paolo Maldini" 95 CB "Icon Moments" 1.29M 2 4 87 65 77 70 98 85 1945 482 2232 play-station "Tue Sep  6 07:40:04 2022"
110 "Lev Yashin" 95 GK "Icon Moments" 1.07M 1 3 98 90 76 99 62 98 666 523 1339 play-station "Tue Sep  6 07:40:04 2022"
111 Ronaldinho 95 LW "Icon Moments" 1.6M 5 4 94 93 92 98 39 82 2081 498 2396 play-station "Tue Sep  6 07:40:04 2022"
112 "Johan Cruyff" 95 CF "Icon Moments" 1.7M 5 5 92 94 92 98 43 75 1818 494 2397 play-station "Tue Sep  6 07:40:04 2022"
113 "Marcus Rashford" 95 LM Fantasy 73.5K 5 4 99 94 90 92 52 89 852 516 2454 play-station "Tue Sep  6 07:40:04 2022"
114 "Allan Saint-Maximin" 95 ST Fantasy 49K 5 4 99 93 89 98 33 84 3326 496 2358 play-station "Tue Sep  6 07:40:04 2022"
115 "Ousmane Dembélé" 95 ST Fantasy 29K 5 5 99 93 90 97 45 75 1953 499 2392 play-station "Tue Sep  6 07:40:04 2022"
116 "Ryan Gravenberch" 95 CM TOTS 15.25K 4 4 94 90 93 95 88 90 1611 550 2581 play-station "Tue Sep  6 07:40:04 2022"
117 "Hugo Lloris" 95 GK TOTS 30K 1 1 96 94 75 98 75 94 966 532 1055 play-station "Tue Sep  6 07:40:04 2022"
118 "João Cancelo" 95 LB TOTS 70K 4 5 96 86 92 94 92 91 3090 551 2612 play-station "Tue Sep  6 07:40:04 2022"
119 "Rúben Dias" 95 CB TOTS 24.75K 2 4 85 48 83 80 96 94 1792 486 2276 play-station "Tue Sep  6 07:40:04 2022"
120 Alisson 95 GK TOTS 13.5K 1 3 94 93 90 96 91 96 2123 560 1099 play-station "Tue Sep  6 07:40:12 2022"
121 "Heung Min Son" 95 LW TOTS 64K 4 5 95 95 91 94 50 79 2715 504 2422 play-station "Tue Sep  6 07:40:12 2022"
122 "Erling Haaland" 95 ST TOTS 13.25K 3 4 96 98 87 90 50 95 1015 516 2467 play-station "Tue Sep  6 07:40:12 2022"
123 "Manuel Neuer" 95 GK TOTS 14.25K 1 4 93 95 96 94 70 95 224 543 1188 play-station "Tue Sep  6 07:40:12 2022"
124 "Florian Wirtz" 95 CAM TOTS 14.25K 4 4 93 91 95 97 66 82 1401 524 2508 play-station "Tue Sep  6 07:40:12 2022"
125 "Éder Gabriel Militão" 95 CB TOTS 44K 2 3 90 60 82 86 96 95 2826 509 2398 play-station "Tue Sep  6 07:40:12 2022"
126 "Thibaut Courtois" 95 GK TOTS 13K 1 3 92 95 82 94 70 93 1408 526 1019 play-station "Tue Sep  6 07:40:12 2022"
127 "João Félix Sequeira" 95 CF TOTS 13.5K 5 4 95 91 91 98 52 82 2181 509 2462 play-station "Tue Sep  6 07:40:12 2022"
128 Marquinhos 95 CB TOTS 20K 3 3 91 61 85 87 97 91 1781 512 2391 play-station "Tue Sep  6 07:40:12 2022"
129 "Wissam Ben Yedder" 95 ST TOTS 15.5K 4 5 96 96 91 98 50 82 1810 513 2500 play-station "Tue Sep  6 07:40:12 2022"
130 "Sandro Tonali" 95 CDM TOTS 14K 4 4 95 87 96 94 90 94 2298 556 2646 play-station "Tue Sep  6 07:40:12 2022"
131 "Theo Hernández" 95 LB TOTS 169K 4 4 99 85 90 93 92 94 2100 553 2617 play-station "Tue Sep  6 07:40:12 2022"
132 "Kalidou Koulibaly" 95 CB TOTS 13.5K 2 3 91 36 75 83 97 96 1721 478 2180 play-station "Tue Sep  6 07:40:12 2022"
133 "Lionel Messi" 95 RW MOTM 300K 4 4 88 94 94 97 36 70 1150 479 2338 play-station "Tue Sep  6 07:40:12 2022"
134 "Oscar dos Santos Emboaba" 95 CAM TOTS 12.75K 4 4 93 93 96 94 70 85 558 531 2562 play-station "Tue Sep  6 07:40:12 2022"
135 "Carles Gil Pareja" 95 CAM TOTS 12K 5 4 88 88 98 96 60 84 282 514 2482 play-station "Tue Sep  6 07:40:12 2022"
136 "Alexandre Lacazette" 95 ST "Premium SBC" 300.95K 4 4 94 96 88 95 57 93 -790 523 2518 play-station "Tue Sep  6 07:40:12 2022"
137 Aubameyang 95 LW ShapeShifters 15K 4 5 99 95 90 93 44 83 1330 504 2455 play-station "Tue Sep  6 07:40:12 2022"
138 "Leonardo Spinazzola" 95 CDM ShapeShifters 14.5K 5 4 99 84 90 95 92 90 2064 550 2577 play-station "Tue Sep  6 07:40:12 2022"
139 "Youcef Atal" 95 CM ShapeShifters 13.25K 4 5 99 90 94 96 91 90 2182 560 2669 play-station "Tue Sep  6 07:40:12 2022"
140 "Jack Grealish" 95 CAM ShapeShifters 14.5K 5 4 95 93 95 97 54 83 1747 517 2420 play-station "Tue Sep  6 07:40:12 2022"
141 "Yannick Carrasco" 95 CAM ShapeShifters 0 0 5 4 97 92 96 98 70 85 1484 2596 play-station "Tue Sep  6 07:40:12 2022"
142 "Yannick Carrasco" 95 RW ShapeShifters 0 0 4 5 99 98 92 96 56 85 631 2538 play-station "Tue Sep  6 07:40:12 2022"
143 "Silas Katompa Mvumpa" 95 CF ShapeShifters 13K 5 5 98 94 92 95 67 84 1310 530 2491 play-station "Tue Sep  6 07:40:12 2022"
144 "Stephan El Shaarawy" 95 CAM ShapeShifters 12.75K 5 4 97 95 93 96 57 80 1559 518 2491 play-station "Tue Sep  6 07:40:12 2022"
145 "Adama Traoré Diarra" 95 CF ShapeShifters 13.5K 4 5 99 94 91 95 50 93 1098 522 2430 play-station "Tue Sep  6 07:40:12 2022"
146 "Mario Gomez" 95 CB "Shapeshifters Hero" 13.25K 4 4 90 91 83 89 95 93 1370 541 2557 play-station "Tue Sep  6 07:40:12 2022"
147 "Federico Valverde" 95 RWB ShapeShifters 86.5K 4 4 98 86 91 92 93 93 2026 553 2597 play-station "Tue Sep  6 07:40:12 2022"
148 "Trent Alexander-Arnold" 95 CM "Flashback SBC" 468.1K 5 4 94 88 96 93 93 90 2137 554 2656 play-station "Tue Sep  6 07:40:12 2022"
149 "James Maddison" 95 RW ShapeShifters 14.5K 5 4 94 92 96 97 70 80 837 529 2546 play-station "Tue Sep  6 07:40:12 2022"
150 "Presnel Kimpembe" 95 CDM "ShapeShifters SBC" 32.05K 5 4 92 90 93 93 94 95 623 557 2677 play-station "Tue Sep  6 07:40:20 2022"
151 "Matthijs de Ligt" 95 CM ShapeShifters 14K 4 4 90 87 91 92 94 96 1009 550 2646 play-station "Tue Sep  6 07:40:20 2022"
152 "Kyle Walker" 95 CB ShapeShifters 312K 3 4 99 74 90 91 92 95 -367 541 2563 play-station "Tue Sep  6 07:40:20 2022"
153 "Rodrigo Javier De Paul" 95 CM "Futties SBC" 140.45K 4 5 93 91 94 96 89 91 1590 554 2637 play-station "Tue Sep  6 07:40:20 2022"
154 "Luis Díaz" 95 LM "Premium Futties" 278.05K 4 5 99 95 91 96 45 87 2261 513 2423 play-station "Tue Sep  6 07:40:20 2022"
155 "Federico Chiesa" 95 RW "Futties SBC" 95.8K 4 5 99 94 90 96 57 86 1182 522 2438 play-station "Tue Sep  6 07:40:20 2022"
156 "Djibril Sow" 95 CM "Futties SBC" 111.25K 4 5 94 90 95 94 91 95 1552 559 2680 play-station "Tue Sep  6 07:40:20 2022"
157 "Jonathan David" 95 ST "Futties SBC" 63.5K 4 5 97 95 89 93 40 91 2620 505 2409 play-station "Tue Sep  6 07:40:20 2022"
158 "Duván Zapata" 95 ST "Premium Futties" 102K 5 5 95 95 86 93 47 96 327 512 2446 play-station "Tue Sep  6 07:40:20 2022"
159 "Maxence Lacroix" 95 CB "Futties SBC" 72.65K 2 2 96 49 77 81 94 93 1480 490 2237 play-station "Tue Sep  6 07:40:20 2022"
160 "Alassane Plea" 95 ST "Premium Futties SBC" 93.8K 5 5 95 97 91 95 50 90 445 518 2516 play-station "Tue Sep  6 07:40:20 2022"
161 "Toni Kroos" 95 CM Futties 106.55K 5 5 88 90 98 94 88 87 471 545 2612 play-station "Tue Sep  6 07:40:20 2022"
162 Antony 95 RW "Futties SBC" 91.45K 5 4 99 91 95 98 52 81 1230 516 2459 play-station "Tue Sep  6 07:40:20 2022"
163 "Jordan Amavi" 95 LB "Premium Futties" 0 0 4 5 99 84 90 93 93 95 577 2624 play-station "Tue Sep  6 07:40:20 2022"
164 "Steve Mandanda" 95 GK "Premium Futties" 0 0 1 3 96 95 91 98 65 96 406 968 play-station "Tue Sep  6 07:40:20 2022"
165 "Romelu Lukaku" 95 ST "Player Moments" 0 0 4 5 94 96 85 92 46 93 -1352 2432 play-station "Tue Sep  6 07:40:20 2022"
166 "Ferenc Puskás" 94 CF Icon 199K 4 3 91 96 91 92 46 76 1700 492 2396 play-station "Tue Sep  6 07:40:20 2022"
167 "Johan Cruyff" 94 CF Icon 765K 5 5 91 92 91 94 42 73 1567 483 2339 play-station "Tue Sep  6 07:40:20 2022"
168 "Lev Yashin" 94 GK Icon 290K 1 3 95 89 75 96 60 95 718 510 1320 play-station "Tue Sep  6 07:40:20 2022"
169 "Mané Garrincha" 94 RW Icon 196K 5 4 90 87 94 96 41 68 764 476 2301 play-station "Tue Sep  6 07:40:20 2022"
170 "Paolo Maldini" 94 CB Icon 499K 2 4 86 56 75 69 96 83 916 465 2140 play-station "Tue Sep  6 07:40:20 2022"
171 Ronaldinho 94 LW Icon 799K 5 4 92 90 91 95 37 81 1776 486 2328 play-station "Tue Sep  6 07:40:20 2022"
172 Ronaldo 94 ST Icon 1.2M 5 5 93 93 80 93 46 80 2751 485 2321 play-station "Tue Sep  6 07:40:20 2022"
173 "Zinedine Zidane" 94 CAM Icon 610K 5 5 82 90 93 92 72 83 919 512 2474 play-station "Tue Sep  6 07:40:20 2022"
174 "Lionel Messi" 94 RW IF 199K 4 4 86 93 92 96 35 68 -54 470 2298 play-station "Tue Sep  6 07:40:20 2022"
175 "Mohamed Salah" 94 RW Headliners 53.5K 4 3 95 93 90 95 51 84 1769 508 2434 play-station "Tue Sep  6 07:40:20 2022"
176 "Joshua Kimmich" 94 CDM Headliners 22K 3 4 78 80 91 89 89 86 1713 513 2480 play-station "Tue Sep  6 07:40:20 2022"
177 "João Cancelo" 94 LB TOTY 76K 4 5 95 85 91 93 90 87 8346 541 2566 play-station "Tue Sep  6 07:40:20 2022"
178 "Mohamed Salah" 94 RW "TOTY Honourable Ment" 90K 4 3 95 93 90 95 51 84 1680 508 2450 play-station "Tue Sep  6 07:40:20 2022"
179 "Riyad Mahrez" 94 RW "UCL Live" 12K 5 4 93 90 91 96 45 75 3006 490 2340 play-station "Tue Sep  6 07:40:20 2022"
180 "Robert Lewandowski" 94 ST SIF 26.75K 4 4 82 94 82 89 46 84 713 477 2324 play-station "Tue Sep  6 07:40:29 2022"
181 "Cristiano Ronaldo" 94 ST "FUT Birthday" 640K 5 5 90 95 86 92 37 81 4725 481 2368 play-station "Tue Sep  6 07:40:29 2022"
182 "Lothar Matthäus" 94 CM "Icon Moments" 879K 3 4 91 92 91 86 91 86 1269 537 2606 play-station "Tue Sep  6 07:40:29 2022"
